iter	Logloss
135	0.4065888138
136	0.4063505707
137	0.4059817698
138	0.4057067996
139	0.4050942949
140	0.404758664
141	0.4045089378
142	0.4041379839
143	0.4038526851
144	0.4037322062
145	0.4034601067
146	0.4032712597
147	0.4031298741
148	0.4028455114
149	0.4027404785
150	0.4023516446
151	0.4022323515
152	0.402021256
153	0.4018380569
154	0.4015408693
155	0.4012489241
156	0.4010772705
157	0.4006387285
158	0.4002600048
159	0.3997960627
160	0.3995018707
161	0.3992603513
162	0.3985983258
163	0.3985023733
164	0.3982465623
165	0.3980926326
166	0.3979465976
167	0.3977477029
168	0.3975954894
169	0.3974734191
170	0.3973678246
171	0.3971867162
172	0.3970292604
173	0.3968783888
174	0.396594619
175	0.3964621265
176	0.3963785308
177	0.3961629731
178	0.3960243646
179	0.3959002973
180	0.3957859656
181	0.3956982821
182	0.3954284918
183	0.3952896961
184	0.3949269176
185	0.3943165036
186	0.3938588648
187	0.3937310841
188	0.393431057
189	0.3931270045
190	0.3929613734
191	0.3928173978
192	0.3926098595
193	0.392391275
194	0.3923013449
195	0.3921262277
196	0.3919515161
197	0.3916122343
198	0.3914572749
199	0.3911078517
200	0.3909621287
201	0.3907610809
202	0.3905096074
203	0.3903935906
204	0.390152196
205	0.3899798871
206	0.3898345386
207	0.389583533
208	0.3894414297
209	0.3890443268
210	0.3888577264
211	0.3887715408
212	0.3884556932
213	0.3883660439
214	0.3880835847
215	0.3878106115
216	0.3877009916
217	0.387618176
218	0.3875492775
219	0.3872618256
220	0.3871605996
221	0.3870769103
222	0.3867111362
223	0.3865450058
224	0.3863550354
225	0.3862444482
226	0.3861024073
227	0.3860532921
228	0.385936152
229	0.3858367046
230	0.3857141038
231	0.3855409837
232	0.3852897909
233	0.3851990807
234	0.3850965129
235	0.3848587379
236	0.384776484
237	0.3846494523
238	0.384549568
239	0.3844748343
240	0.3843416865
241	0.384210411
242	0.3841340547
243	0.3839851177
244	0.3838715036
245	0.3837304925
246	0.3835872346
247	0.3834103699
248	0.3833195661
249	0.3831187991
250	0.3829753228
251	0.3828388362
252	0.3826727058
253	0.3825616817
254	0.3824326217
255	0.3823316453
256	0.3822355992
257	0.3821118439
258	0.3819660585
259	0.3818883603
260	0.3817547757
261	0.3814519402
262	0.3813519624
263	0.3812435595
264	0.3811731007
265	0.3811155604
266	0.3808433361
267	0.3807455426
268	0.380667782
269	0.3805736706
270	0.3804627713
271	0.3803075935
272	0.3801494201
273	0.3800016688
274	0.3798873371
275	0.379745265
276	0.3796147072
277	0.3794868017
278	0.3792957392
279	0.3791391572
280	0.3788314226
281	0.3787224268
282	0.3786025096
283	0.3784338828
284	0.3783829578
285	0.378188182
286	0.3781030573
287	0.3779890376
288	0.3778483073
289	0.3777262058
290	0.3775645999
291	0.3774593174
292	0.3774126361
293	0.3772318397
294	0.3771287415
295	0.3769580552
296	0.3767908014
297	0.3766372774
298	0.3765247868
299	0.3764748603
300	0.3763820906
301	0.3761435355
302	0.3760646204
303	0.3759200519
304	0.3758184203
305	0.3757317978
306	0.3756248302
307	0.3755357738
308	0.3753613119
309	0.3752599611
310	0.37504328
311	0.37495413
312	0.3748531537
313	0.3747684346
314	0.3746875225
315	0.3746180622
316	0.374438202
317	0.3742470458
318	0.3740970167
319	0.3739900491
320	0.3738529385
321	0.3737194475
322	0.3736110133
323	0.3735414283
324	0.3734436659
325	0.3732433982
326	0.3731706303
327	0.3730548008
328	0.3729920807
329	0.3728402105
330	0.3727220719
331	0.3726156348
332	0.3725294492
333	0.3724538105
334	0.3723769237
335	0.3723010354
336	0.3721805253
337	0.3720350207
338	0.3719573538
339	0.3717799587
340	0.3717152102
341	0.3715973212
342	0.3714183659
343	0.3712742967
344	0.3711177771
345	0.371044354
346	0.3709081482
347	0.3707960008
348	0.3706950244
349	0.3705708946
350	0.3704408985
351	0.3703462878
352	0.3702612879
353	0.3701427436
354	0.3700383972
355	0.3697790602
356	0.369630404
357	0.3695498976
358	0.369412038
359	0.3692413829
360	0.3691359444
361	0.3690147478
362	0.3688129823
363	0.368754069
364	0.3685655652
365	0.3684324799
366	0.3683564044
367	0.3682877554
368	0.368121781
369	0.368023457
370	0.3678880313
371	0.3677154104
372	0.3675441001
373	0.3674753887
374	0.3673437388
375	0.3672575531
376	0.3671415364
377	0.3670743853
378	0.3669686971
379	0.3668729006
380	0.3667915828
381	0.3665641051
382	0.3663595313
383	0.3662893221
384	0.3661904988
385	0.3660838121
386	0.3658907526
387	0.3658427295
388	0.3656609346
389	0.365561144
390	0.3654422253
391	0.3653014013
392	0.3651455994
393	0.3650500214
394	0.3649391845
395	0.36485821
396	0.364737419
397	0.3646749485
398	0.3646101688
399	0.3645720063
400	0.3644462227
401	0.3643398792
402	0.3642164983
403	0.3640354835
404	0.3639537289
405	0.3638918512
406	0.3637697809
407	0.363695328
408	0.36353937
409	0.3634112461
410	0.3632674266
411	0.363200057
412	0.3631029812
413	0.3628599951
414	0.3627852925
415	0.3626797604
416	0.3624210163
417	0.3622557595
418	0.3621807449
419	0.3621085075
420	0.3619321733
421	0.3618051416
422	0.3616503382
423	0.361537005
424	0.3614951292
425	0.3613927798
426	0.361168797
427	0.3610782428
428	0.3609389791
429	0.3607038564
430	0.3605713952
431	0.3604771901
432	0.3603564927
433	0.3602990149
434	0.3601088573
435	0.3599932774
436	0.3598945165
437	0.3597872057
438	0.3596450712
439	0.3595408184
440	0.3594266739
441	0.3593246054
442	0.3592171698
443	0.3591087045
444	0.3589314966
445	0.3588375411
446	0.3587378129
447	0.3586750304
448	0.3585748341
449	0.3585214127
450	0.3583921343
451	0.3582954017
452	0.3582092472
453	0.3580791575
454	0.3579762153
455	0.3578611971
456	0.3577644021
457	0.3576727869
458	0.3574830974
459	0.3573964749
460	0.3573249552
461	0.3571984539
462	0.3571508365
463	0.3570117599
464	0.3569078816
465	0.3568013509
466	0.3567017163
467	0.3565971515
468	0.3564785448
469	0.3564110504
470	0.356280711
471	0.3561927156
472	0.3559786869
473	0.3559190247
474	0.3558438541
475	0.3557619434
476	0.355704996
477	0.3556505449
478	0.3555411434
479	0.3554260628
480	0.3553622817
481	0.3552477004
482	0.3549835267
483	0.3548468217
484	0.3547498707
485	0.3546706436
486	0.3545710714
487	0.3544841056
488	0.35437926
489	0.3542942913
490	0.3542434287
491	0.3541317805
492	0.3540607601
493	0.3540079628
494	0.3539153179
495	0.3538206448
496	0.3537580806
497	0.3536757019
498	0.3535819024
499	0.3534701295
500	0.353306589
501	0.3532201225
502	0.3530966792
503	0.3530134891
504	0.3529366023
505	0.3528137207
506	0.3527026966
507	0.352622939
508	0.3525247086
509	0.3524281944
510	0.3523501531
511	0.3522580387
512	0.3521309445
513	0.3519872498
514	0.3518707338
515	0.351772909
516	0.3516868794
517	0.3516262187
518	0.3515210298
519	0.3514544091
520	0.3513923442
521	0.3512822251
522	0.3512310504
523	0.3511370949
524	0.351031594
525	0.3509953349
526	0.3508653387
527	0.3507195845
528	0.3506198875
529	0.3505454658
530	0.3504477035
531	0.3503396126
532	0.3502543007
533	0.3501642769
534	0.3500951287
535	0.3499863513
536	0.3498942681
537	0.3497887672
538	0.3497182772
539	0.3495916511
540	0.3494925782
541	0.3494237732
542	0.3493278831
543	0.3492137698
544	0.349138256
545	0.3490653945
546	0.3489966519
547	0.3489181737
548	0.3487849635
549	0.3486888238
550	0.3486144957
551	0.3484835946
552	0.3483924476
553	0.3483315996
554	0.3482789272
555	0.3481078041
556	0.3480042378
557	0.3479117489
558	0.3478183239
559	0.3477587242
560	0.3476678579
561	0.3475891613
562	0.3475191393
563	0.3474645634
564	0.3473794075
565	0.347284672
566	0.3471729614
567	0.3470970107
568	0.3470005901
569	0.3469403039
570	0.3468136778
571	0.3467488357
572	0.3466647095
573	0.3466084486
574	0.346510343
575	0.3464578266
576	0.3463341649
577	0.3462727241
578	0.3462111584
579	0.3461242551
580	0.3460312046
581	0.3459453934
582	0.3458262563
583	0.3457464362
584	0.3456349753
585	0.3455302545
586	0.3454893147
587	0.3454063743
588	0.3453113891
589	0.3452761909
590	0.3451676008
591	0.3450761729
592	0.345014576
593	0.3449528544
594	0.344809815
595	0.3447416029
596	0.3446340112
597	0.3445345327
598	0.3444675063
599	0.3443358252
600	0.3442287952
601	0.344173252
602	0.3441035733
603	0.3440415084
604	0.3439621877
605	0.3438446107
606	0.3437573954
607	0.3436321422
608	0.3436057124
609	0.3435104776
610	0.3434512523
611	0.3433910908
612	0.3433440351
613	0.343237598
614	0.3431838958
615	0.3431070402
616	0.3430652579
617	0.342962659
618	0.3429034336
619	0.3428272957
620	0.3427321233
621	0.3426714002
622	0.3425696125
623	0.3424937866
624	0.3424148092
625	0.3423261272
626	0.3422337319
627	0.3421500426
628	0.3420630457
629	0.3420030715
630	0.3419428476
631	0.3419136406
632	0.3418198412
633	0.3417534389
634	0.3416561447
635	0.3415547314
636	0.3414377162
637	0.3413129935
638	0.3412331423
639	0.3411663656
640	0.3411139428
641	0.3410102829
642	0.3409091817
643	0.3407940699
644	0.3407172767
645	0.3406428238
646	0.3405409737
647	0.3404716695
648	0.3403713796
649	0.3402854436
650	0.340190864
651	0.3401100455
652	0.3400542838
653	0.3399480964
654	0.3398446861
655	0.3397690475
656	0.3396958115
657	0.3396175829
658	0.339521256
659	0.3394414672
660	0.3393562801
661	0.3392866014
662	0.3391939565
663	0.339129957
664	0.3390446762
665	0.3389141184
666	0.3388085239
667	0.3387258955
668	0.338607008
669	0.3385598898
670	0.3384871532
671	0.3384031206
672	0.3383052334
673	0.3382446039
674	0.338166781
675	0.3380604063
676	0.3379681359
677	0.3379114069
678	0.3378886591
679	0.3377877764
680	0.3377334189
681	0.3376628353
682	0.3376180887
683	0.337543823
684	0.3374709615
685	0.3373706716
686	0.3373123512
687	0.3372398954
688	0.3371663786
689	0.3370929866
690	0.3370157254
691	0.3369760338
692	0.3368611092
693	0.3367931155
694	0.3367130459
695	0.3366382185
696	0.3366010233
697	0.3365457921
698	0.3365006398
699	0.336376354
700	0.3363047095
701	0.3362424886
702	0.3361202934
703	0.3360747355
704	0.3359991904
705	0.3359309471
706	0.3358555581
707	0.3357417257
708	0.335658286
709	0.3355663588
710	0.3354923428
711	0.3354253788
712	0.3353592262
713	0.3352746008
714	0.3351946248
715	0.3351180812
716	0.3350268405
717	0.3349875858
718	0.3349327914
719	0.3347263765
720	0.334660692
721	0.3345887042
722	0.3345130967
723	0.334486074
724	0.334434244
725	0.334348308
726	0.3342566929
727	0.3341984973
728	0.3341529706
729	0.3340754909
730	0.3340072788
731	0.3339155388
732	0.3337838889
733	0.3337169561
734	0.3336437514
735	0.33358359
736	0.333498278
737	0.3334172099
738	0.3333221935
739	0.3332319513
740	0.333149635
741	0.3330728418
742	0.3329920232
743	0.3329397252
744	0.3328702026
745	0.3328022713
746	0.3327420787
747	0.3326587326
748	0.332574232
749	0.3324828353
750	0.3324208328
751	0.332284627
752	0.3321622447
753	0.3321137848
754	0.3320634214
755	0.3319787648
756	0.3319166063
757	0.3318636217
758	0.3317726931
759	0.3316993011
760	0.331638266
761	0.3315766691
762	0.3315044941
763	0.3314567207
764	0.3313786793
765	0.3313093751
766	0.3312259978
767	0.3311238981
768	0.3310256677
769	0.3309578301
770	0.3309193243
771	0.3308610975
772	0.3308264922
773	0.3307647393
774	0.3306930948
775	0.3306397358
776	0.330561788
777	0.3305014706
778	0.3304262064
779	0.3303878254
780	0.330306414
781	0.3301772291
782	0.3301173485
783	0.3300211152
784	0.3299287823
785	0.32985564
786	0.3297704529
787	0.3296901336
788	0.3295915288
789	0.3295394804
790	0.3293613052
791	0.3292904095
792	0.3292425425
793	0.3291581043
794	0.3290863037
795	0.329025487
796	0.3289549346
797	0.3288943675
798	0.3288395731
799	0.3287178461
800	0.3286462015
801	0.3285950893
802	0.3285558034
803	0.3284716148
804	0.3284034651
805	0.328324706
806	0.328233871
807	0.3281738032
808	0.328083717
809	0.3280036162
810	0.3279254812
811	0.327817952
812	0.3277690864
813	0.3276958505
814	0.3276056083
815	0.3275090629
816	0.3274454378
817	0.3273978204
818	0.3273133822
819	0.3272434851
820	0.327141323
821	0.3270484285
822	0.3269693886
823	0.3269155927
824	0.3268138675
825	0.3267400699
826	0.3266415586
827	0.3265911953
828	0.3265300041
829	0.3264514634
830	0.3263853108
831	0.3263350099
832	0.3262661737
833	0.3262027046
834	0.3261397348
835	0.3260994816
836	0.3260619743
837	0.3259880518
838	0.3259337256
839	0.3258373986
840	0.3257538341
841	0.3256753871
842	0.3256121052
843	0.3255506956
844	0.3255049505
845	0.3254250368
846	0.3253266504
847	0.3252896424
848	0.3251995875
849	0.3251220453
850	0.3251020747
851	0.3250225356
852	0.3248698853
853	0.3248044503
854	0.324708529
855	0.3246287714
856	0.3245574389
857	0.3244824556
858	0.3244403925
859	0.3243818225
860	0.3242969474
861	0.3242198109
862	0.3241491649
863	0.3241111584
864	0.3240577994
865	0.3239933006
866	0.3239034017
867	0.3238416176
868	0.3237838901
869	0.3237367096
870	0.323692119
871	0.3236445952
872	0.3235605938
873	0.3234755003
874	0.3233114917
875	0.323218254
876	0.3231611193
877	0.3230906293
878	0.3230344308
879	0.3229418171
880	0.3228905177
881	0.3228455526
882	0.3227899157
883	0.3227453563
884	0.3226976453
885	0.3226625407
886	0.3225899601
887	0.3225057091
888	0.3224105991
889	0.3223518106
890	0.3222581984
891	0.3221987235
892	0.3221008675
893	0.3220273819
894	0.3219371398
895	0.3219185422
896	0.3218683036
897	0.3218533569
898	0.3217823052
899	0.321705824
900	0.3216209178
901	0.3215646256
902	0.3215135446
903	0.3214636493
904	0.321391287
905	0.3212921829
906	0.3212129246
907	0.3211570693
908	0.3210791527
909	0.3210002377
910	0.3209289676
911	0.3208672459
912	0.3208443421
913	0.3207552233
914	0.3206758714
915	0.3205950216
916	0.3205191021
917	0.320445679
918	0.320394005
919	0.3203286637
920	0.3202555838
921	0.3201925516
922	0.3201008116
923	0.3200357199
924	0.319970441
925	0.3199599564
926	0.3198808853
927	0.3198178531
928	0.3197687691
929	0.3197088261
930	0.3196495384
931	0.3196097844
932	0.3195390136
933	0.3194664953
934	0.3193721966
935	0.3193391827
936	0.3192461634
937	0.3190662407
938	0.319022399
939	0.3189460115
940	0.3188631647
941	0.3188277481
942	0.3187793193
943	0.3187098279
944	0.318658934
945	0.3186002392
946	0.3185199823
947	0.3184604138
948	0.3183926073
949	0.3183260803
950	0.318230783
951	0.3181591697
952	0.318107839
953	0.3180439019
954	0.3179673583
955	0.3179235478
956	0.3178545244
957	0.3177979514
958	0.3177210646
959	0.3176674248
960	0.3176139722
961	0.3175622983
962	0.3174953968
963	0.3174413513
964	0.3173690203
965	0.3173384715
966	0.3172860799
967	0.3172313168
968	0.3171666931
969	0.3170909921
970	0.3170431562
971	0.3169749129
972	0.3168964659
973	0.3168353995
974	0.3167741772
975	0.3167511174
976	0.3166893957
977	0.3166346326
978	0.3165847373
979	0.3165331881
980	0.3164704368
981	0.31640962
982	0.3163509564
983	0.3162669238
984	0.316224892
985	0.3161398921
986	0.316045843
987	0.3159835285
988	0.3159066105
989	0.3157413225
990	0.3156630627
991	0.315573351
992	0.3155057006
993	0.3154516552
994	0.3153907136
995	0.3153185074
996	0.3152628394
997	0.3152012737
998	0.3151483204
999	0.3150862555
1000	0.3150002259
1001	0.3149628434
1002	0.3148874544
1003	0.3148307566
1004	0.3147719682
1005	0.3147055035
1006	0.3145963517
1007	0.314532945
1008	0.3144618621
1009	0.3144082848
1010	0.314346095
1011	0.3142859024
1012	0.3142434961
1013	0.3141499151
1014	0.3140697518
1015	0.3140268774
1016	0.3139903687
1017	0.3139501154
1018	0.3138883626
1019	0.3138196512
1020	0.3137703176
1021	0.3137084711
1022	0.3136709326
1023	0.3136126434
1024	0.3135502665
1025	0.3134935375
1026	0.3134197087
1027	0.3133614195
1028	0.3132774805
1029	0.3132212196
1030	0.3131924183
1031	0.3131528515
1032	0.3130863244
1033	0.3130286593
1034	0.3129590742
1035	0.3129063394
1036	0.3128259265
1037	0.3127559046
1038	0.3127161818
1039	0.3126580174
1040	0.3126052201
1041	0.3125530469
1042	0.3124929791
1043	0.3124411491
1044	0.3123997725
1045	0.3123273791
1046	0.3122545488
1047	0.3121739799
1048	0.312076748
1049	0.3119707478
1050	0.3118897733
1051	0.3118317337
1052	0.3118075505
1053	0.3117817136
1054	0.3117089145
1055	0.3116431051
1056	0.3115714294
1057	0.3115342029
1058	0.3114888634
1059	0.3113800236
1060	0.3113526576
1061	0.3112992675
1062	0.3111963565
1063	0.3111342604
1064	0.3110838346
1065	0.3110529114
1066	0.3110308189
1067	0.3109988659
1068	0.3109595488
1069	0.310927315
1070	0.3108551088
1071	0.3108299895
1072	0.3107903915
1073	0.3107497638
1074	0.3106592096
1075	0.3106278808
1076	0.3106058507
1077	0.31056048
1078	0.3104974166
1079	0.3104787565
1080	0.3104439328
1081	0.3103635199
1082	0.3103099113
1083	0.3102436027
1084	0.3101866552
1085	0.310147931
1086	0.3100793133
1087	0.3100199319
1088	0.3100145024
1089	0.3099633589
1090	0.3098880323
1091	0.30985817
1092	0.3098105838
1093	0.3097562263
1094	0.3097189375
1095	0.3096251068
1096	0.3095720599
1097	0.3095218526
1098	0.3094775428
1099	0.3094547638
1100	0.3094233725
1101	0.3093549732
1102	0.3092677267
1103	0.3091780774
1104	0.309121598
1105	0.3090729509
1106	0.3089963761
1107	0.3089226097
1108	0.3088773014
1109	0.3088411358
1110	0.3088058753
1111	0.3087526411
1112	0.3086849283
1113	0.3086463601
1114	0.3086020503
1115	0.308542981
1116	0.3085298129
1117	0.3084623497
1118	0.3084106133
1119	0.3083642753
1120	0.3083046755
1121	0.3082684788
1122	0.3082219535
1123	0.3081816691
1124	0.3081374841
1125	0.3081188241
1126	0.3080470547
1127	0.3079879854
1128	0.307935625
1129	0.3079154672
1130	0.3078601424
1131	0.307806409
1132	0.3077689641
1133	0.3077147938
1134	0.3076599995
1135	0.3076195902
1136	0.3075434211
1137	0.3075038543
1138	0.3074210387
1139	0.3073386912
1140	0.3072885463
1141	0.3072225809
1142	0.3071531206
1143	0.3071162998
1144	0.3070494607
1145	0.3069838073
1146	0.3068942829
1147	0.3068186754
1148	0.3067582019
1149	0.3067389802
1150	0.3066379415
1151	0.3065963152
1152	0.3065387125
1153	0.3064930922
1154	0.3064389219
1155	0.306396734
1156	0.3063390377
1157	0.3062996894
1158	0.3062563781
1159	0.3061941572
1160	0.3061397373
1161	0.3060873145
1162	0.3060157323
1163	0.3059570687
1164	0.3059179076
1165	0.3058726617
1166	0.3057284677
1167	0.3056773554
1168	0.3056004062
1169	0.3055120987
1170	0.3054598631
1171	0.3054001697
1172	0.3053550486
1173	0.3052805645
1174	0.3052387511
1175	0.3052120092
1176	0.3051751884
1177	0.3051376499
1178	0.3051033878
1179	0.3050845718
1180	0.3050490303
1181	0.3050274683
1182	0.304954794
1183	0.3049210937
1184	0.3048563452
1185	0.3047847943
1186	0.3047299999
1187	0.3046605085
1188	0.3045897377
1189	0.3045205582
1190	0.3044440459
1191	0.3043895948
1192	0.3043433815
1193	0.3042799749
1194	0.3042160377
1195	0.3041288848
1196	0.3040930313
1197	0.3040440097
1198	0.303949711
1199	0.3038878958
1200	0.3037995571
1201	0.3037437642
1202	0.3036831659
1203	0.3036530852
1204	0.3035817527
1205	0.3035066757
1206	0.3034125018
1207	0.3033479718
1208	0.3033165805
1209	0.3032532362
1210	0.3031911089
1211	0.3030921296
1212	0.3030389579
1213	0.3029958651
1214	0.3029089306
1215	0.3028552596
1216	0.302806238
1217	0.3027581525
1218	0.3027212069
1219	0.3027019852
1220	0.3026771467
1221	0.3026373616
1222	0.3025540155
1223	0.3024772535
1224	0.3024559411
1225	0.3023930025
1226	0.3023148987
1227	0.3022627567
1228	0.3021902385
1229	0.3021515766
1230	0.3020828965
1231	0.3019947138
1232	0.3019092146
1233	0.3018512375
1234	0.3017783448
1235	0.3017341598
1236	0.301647787
1237	0.3015758928
1238	0.3015368877
1239	0.3014834039
1240	0.3014151918
1241	0.3013550616
1242	0.3012944321
1243	0.3012550526
1244	0.301198698
1245	0.3011170682
1246	0.301029884
1247	0.3010006146
1248	0.3009383001
1249	0.3009183607
1250	0.3008851595
1251	0.3008736764
1252	0.3008235003
1253	0.3007438675
1254	0.3007270173
1255	0.300657245
1256	0.3006015146
1257	0.3005168891
1258	0.3004608154
1259	0.3004275519
1260	0.3003559386
1261	0.3003224878
1262	0.3002630753
1263	0.3002080001
1264	0.3001398504
1265	0.3000779415
1266	0.3000389052
1267	0.2999601462
1268	0.2999479142
1269	0.2998846323
1270	0.2998238468
1271	0.2997491131
1272	0.2996962222
1273	0.299632129
1274	0.299572342
1275	0.2995691592
1276	0.2995081552
1277	0.2994303011
1278	0.2993973808
1279	0.2993355031
1280	0.2992937521
1281	0.2992470708
1282	0.2991895617
1283	0.2991791708
1284	0.2990778824
1285	0.2990369738
1286	0.2990015572
1287	0.2989676072
1288	0.2989176807
1289	0.2988683782
1290	0.2988289363
1291	0.2987450598
1292	0.2986604343
1293	0.2986231767
1294	0.2985642634
1295	0.298507628
1296	0.2984287441
1297	0.2984040617
1298	0.2982932873
1299	0.2982167437
1300	0.2981513712
1301	0.2981148624
1302	0.2980471496
1303	0.2979917936
1304	0.2979518212
1305	0.297904391
1306	0.2978197344
1307	0.2977674363
1308	0.2976964159
1309	0.2976254578
1310	0.2975430791
1311	0.2975151827
1312	0.2974221009
1313	0.2973604105
1314	0.2972312256
1315	0.2971629823
1316	0.2971262552
1317	0.2970635974
1318	0.29703464
1319	0.2970080853
1320	0.2969357231
1321	0.2968675734
1322	0.2967753654
1323	0.2967456903
1324	0.2967395119
1325	0.2967279664
1326	0.2967160465
1327	0.2966361017
1328	0.2966268028
1329	0.296594569
1330	0.2965406172
1331	0.2965203346
1332	0.296506792
1333	0.2964814543
1334	0.2963968913
1335	0.2963496483
1336	0.2962358159
1337	0.2961745311
1338	0.2961155554
1339	0.2960477178
1340	0.2959610329
1341	0.2959250234
1342	0.2958749096
1343	0.2958416149
1344	0.2957957137
1345	0.2957698455
1346	0.2956837535
1347	0.2955818722
1348	0.2955616832
1349	0.2955127552
1350	0.2954533739
1351	0.2953829775
1352	0.2953358906
1353	0.2953089927
1354	0.2952412798
1355	0.2952004649
1356	0.2951430806
1357	0.2950622933
1358	0.2950384534
1359	0.2949919281
1360	0.2947979012
1361	0.2947254454
1362	0.2946708695
1363	0.2946177602
1364	0.2945580356
1365	0.2944984358
1366	0.2944512865
1367	0.2943847594
1368	0.2943224761
1369	0.2942895558
1370	0.2942614721
1371	0.294197691
1372	0.2941411804
1373	0.2940943431
1374	0.2940342441
1375	0.2939776087
1376	0.2939131411
1377	0.2938937322
1378	0.2938350997
1379	0.293783769
1380	0.293740177
1381	0.2936922163
1382	0.2936533672
1383	0.2935709885
1384	0.293498127
1385	0.2934333162
1386	0.2933767744
1387	0.293324726
1388	0.2932869691
1389	0.2932341094
1390	0.2931701411
1391	0.2931000879
1392	0.2930470722
1393	0.2930252294
1394	0.2929494347
1395	0.2928737024
1396	0.2928486455
1397	0.2927905124
1398	0.2927579977
1399	0.292727605
1400	0.292665228
1401	0.2926085927
1402	0.292563846
1403	0.2924954779
1404	0.2924800319
1405	0.2924355973
1406	0.292360021
1407	0.2923046026
1408	0.2922588575
1409	0.2922172936
1410	0.2921564457
1411	0.2921027747
1412	0.2920718827
1413	0.2920350619
1414	0.2919911578
1415	0.2919283128
1416	0.2918275236
1417	0.2917437719
1418	0.2916750918
1419	0.291604633
1420	0.2915914025
1421	0.2915658775
1422	0.2915060281
1423	0.2914563513
1424	0.291434134
1425	0.291370384
1426	0.2913378382
1427	0.2912998004
1428	0.2912241306
1429	0.2911850319
1430	0.2909807389
1431	0.2909367411
1432	0.2908795441
1433	0.2908168551
1434	0.2907780684
1435	0.2907537605
1436	0.290719748
1437	0.2906539074
1438	0.2905904072
1439	0.2905440379
1440	0.2904703339
1441	0.2904272411
1442	0.290371261
1443	0.2902949359
1444	0.2902480985
1445	0.290236397
1446	0.2901453436
1447	0.2901158869
1448	0.2900661476
1449	0.2900252079
1450	0.2899966874
1451	0.2899160561
1452	0.2898746795
1453	0.289803347
1454	0.289760223
1455	0.2896923853
1456	0.2896321615
1457	0.2895692541
1458	0.2895386117
1459	0.2894914935
1460	0.2894312697
1461	0.2893849004
1462	0.2893700473
1463	0.2893039883
1464	0.2892292545
1465	0.2891569859
1466	0.2891163894
1467	0.2890712995
1468	0.2890237445
1469	0.2889836161
1470	0.2889432381
1471	0.2888675058
1472	0.2888453821
1473	0.288781913
1474	0.2887462468
1475	0.2887057751
1476	0.2886609036
1477	0.2885993692
1478	0.2885566821
1479	0.2884771741
1480	0.2884352358
1481	0.2883873688
1482	0.2883356324
1483	0.2882781858
1484	0.2882115027
1485	0.2881544928
1486	0.2881445075
1487	0.2881323067
1488	0.2881075307
1489	0.2880828171
1490	0.2880211891
1491	0.2879577824
1492	0.2879140655
1493	0.2878578046
1494	0.2878215142
1495	0.2877769548
1496	0.2877113015
1497	0.2876594091
1498	0.2876077976
1499	0.287559088
1500	0.2875231721
1501	0.2874899086
1502	0.2874353327
1503	0.2873200025
1504	0.2872584056
1505	0.2872051091
1506	0.2871641069
1507	0.2871496282
1508	0.287090715
1509	0.28704653
1510	0.2869902691
1511	0.2869677397
1512	0.2869038026
